part_number,description,supplier_code,category_code,quantity,cost,price,margin,margin_percent,supplier_from_group
37850-99E03,37850-99E04,SO,ACC,0.0,42.78,71.3,28.52,40.0,SO
37850-99E04,37850-99E05,SO,ACC,0.0,52.9,88.17,35.27,40.0,SO
37850-99E05,"SWITCH ASSY,PTT",SO,ACC,0.0,55.53,92.56,37.03,40.0,SO
37857-92J01,"BUSH,PTT SWITCH",SO,ACC,0.0,1.93,3.22,1.29,40.06,SO
38100-93J04,"MOTOR ASSY,PTT",SO,ACC,0.0,508.23,847.06,338.83,40.0,SO
38100-93J05,"MOTOR ASSY,PTT",SO,ACC,0.0,546.35,910.58,364.23,39.99,SO
38100-96J01,38100-96J10,SO,ACC,0.0,408.72,681.14,272.42,39.99,SO
38100-96J10,38100-96J11,SO,ACC,0.0,323.85,539.17,215.32,39.93,SO
38100-96J11,38100-96J12,SO,ACC,0.0,323.84,539.14,215.3,39.93,SO
38100-96J12,"MOTOR ASSY,PTT",SO,ACC,0.0,402.68,671.14,268.46,40.0,SO
38100-96J13,"MOTOR ASSY,PTT",SO,ACC,0.0,314.24,523.74,209.5,40.0,SO
38410-93J12,"RELAY ASSY,PTT",SO,ACC,0.0,90.87,151.46,60.59,40.0,SO
38860-76F01,RELAY ASSY,SO,ACC,0.0,25.11,41.86,16.75,40.01,SO
41161-94400,SEAL STRG CABLE,SO,ACC,0.0,8.4,14.01,5.61,40.04,SO
43117-96J00,"CAM,TRIM SENDER",SO,ACC,0.0,7.21,12.02,4.81,40.01,SO
43118-96J00,"PLATE,TRIM SEND",SO,ACC,0.0,4.19,6.99,2.8,40.05,SO
43711-97E11,"BUSH,STEERING",SO,ACC,0.0,6.16,10.27,4.11,40.01,SO
43750-90J11-0EP,"BRACKET,STEERIN",SO,ACC,0.0,482.99,804.98,321.99,39.99,SO
48000-96J16,"TRIM ASSY,POWER",SO,ACC,0.0,1305.28,2175.47,870.19,40.0,SO
48121-92J00,"SHAFT, TILT CYL",SO,ACC,0.0,65.2,108.67,43.47,40.0,SO
48321-87D03,"SHAFT,TILT CYL",SO,ACC,0.0,15.94,26.58,10.64,40.03,SO
48326-95E00,"BUSH,TILT CYL L",SO,ACC,0.0,3.45,5.76,2.31,40.1,SO
48570-95E01,RESERVOIR ASSY,SO,ACC,0.0,116.68,194.47,77.79,40.0,SO
48585-95E00,"ORING,PTT",SO,ACC,0.0,2.64,4.4,1.76,40.0,SO
48588-94900,O RING SET,SO,ACC,0.0,3.3,5.5,2.2,40.0,SO
48605-93J00,O RING SET,SO,ACC,0.0,7.76,12.94,5.18,40.03,SO
48610-93J01,PISTON / RAM,SO,ACC,0.0,134.2,223.67,89.47,40.0,SO
48630-96J04,"HEAD,TRIM CYLIN",SO,ACC,0.0,62.25,103.75,41.5,40.0,SO
48630-98L02,ROD GUIDE,SO,ACC,0.0,38.95,64.92,25.97,40.0,SO
48633-94900,"O RING SET, HEA",SO,ACC,0.0,3.66,6.1,2.44,40.0,SO
48691-93J00,CHECK VALVE,SO,ACC,0.0,4.27,7.12,2.85,40.02,SO
48861-92J01,"BOLT,RESERVOIR",SO,ACC,0.0,7.26,12.1,4.84,40.0,SO
50040-92863-YAY,50040-92864-YAY,SO,ACC,0.0,2048.5,2731.33,682.83,24.99,SO
50040-92864-YAY,LU(100A/115/140,SO,ACC,0.0,2048.5,2731.33,682.83,24.99,SO
50040-92865-YAY,50040-92866-YAY,SO,ACC,0.0,2203.98,3148.54,944.56,29.99,SO
50040-92866-Y5S,LU(DF115/140AT),SO,ACC,0.0,2396.55,3423.65,1027.1,30.0,SO
50040-96838-Y5S,L/U(DF150T/175T,SO,ACC,0.0,2884.99,4121.42,1236.43,30.0,SO
50040-96839-QTN,LU 150/175/200A,SO,ACC,0.0,2569.35,3670.5,1101.15,30.0,SO
50040-96839-Y5S,L/U(DF150T/175T,SO,ACC,0.0,3045.68,4350.97,1305.29,29.99,SO
50040-96844-YAY,LWR UNIT(150/175,SO,ACC,0.0,2648.81,4409.88,1761.07,39.93,SO
50040-96845-YAY,50040-96846-YAY,SO,ACC,0.0,2648.81,4409.88,1761.07,39.93,SO
50040-96880-Y5S,L/U(DF150T/175T,SO,ACC,0.0,3045.68,4350.97,1305.29,29.99,SO
51110-96J00-0EP,51110-96J20-0EP,SO,ACC,0.0,478.58,796.77,318.19,39.93,SO
51110-96J20-0EP,51110-96J21-0EP,SO,ACC,0.0,493.89,823.15,329.26,40.0,SO
51110-96J21-0EP,51110-96J22-0EP,SO,ACC,0.0,540.31,899.55,359.24,39.93,SO
51110-96J22-0EP,51110-96J23-0EP,SO,ACC,0.0,746.6,1244.33,497.73,39.99,SO
51110-96J23-0EP,"HOLDER COMP,ENG",SO,ACC,0.0,765.63,1276.05,510.42,40.0,SO
51111-96J00-0EP,51110-96J00-0EP,SO,ACC,0.0,686.44,1143.96,457.52,39.99,SO
51115-90J00,"UNION,WATER RET",SO,ACC,0.0,8.16,13.6,5.44,40.0,SO
51116-98L00,"SEAL,WATER RETU",SO,ACC,0.0,4.24,7.06,2.82,39.94,SO
51117-87L00,"UNION,WATER IND",SO,ACC,0.0,11.63,19.39,7.76,40.02,SO
51120-98L00,"COVER COMP,MOUN",SO,ACC,0.0,112.1,186.84,74.74,40.0,SO
51123-96J02,"GASKET,MOUNT OI",SO,ACC,0.0,5.86,9.77,3.91,40.02,SO
51123-96J10,"GASKET,MOUNT OI",SO,ACC,0.0,7.36,12.25,4.89,39.91,SO
51123-98L00,"GASKET,MOUNT OI",SO,ACC,0.0,4.8,8.01,3.21,40.07,SO
51152-98L00,"SEAL,ENGINE HOL",SO,ACC,0.0,8.16,13.6,5.44,40.0,SO
51162-96J00,"GASKET,ENG HLDR",SO,ACC,0.0,5.47,9.13,3.66,40.08,SO
51170-98L00,"BRACKET COMP,WA",SO,ACC,0.0,6.24,10.4,4.16,40.0,SO
51211-88L00,"GASKET,ENGINE H",SO,ACC,0.0,27.02,45.03,18.01,39.99,SO
51211-89L00,"GASKET,ENGINE H",SO,ACC,0.0,47.41,79.02,31.61,40.0,SO
51211-90J10,"GASKET,ENGINE H",SO,ACC,0.0,47.4,79.0,31.6,40.0,SO
51211-96J00,"GASKET,ENGINE H",SO,ACC,0.0,49.34,82.24,32.9,40.0,SO
52113-97L00,"GASKET,DRIVE SH",SO,ACC,0.0,2.85,4.75,1.9,40.0,SO
54151-99J00,"MOUNT,LOWER THR",SO,ACC,0.0,21.28,35.48,14.2,40.02,SO
54167-99J01,"MOUNT,LOWER SID",SO,ACC,0.0,23.72,39.53,15.81,39.99,SO
54211-90J01-0EP,"BRACKET,LOWER M",SO,ACC,1.0,94.37,157.29,62.92,40.0,SO
54211-99J01-0EP,"COVER,LOWER MOU",SO,ACC,0.0,28.95,41.35,12.4,29.98,SO
55020-87LV0-0EP,L/U(DF70/80/90A,SO,ACC,0.0,1543.25,2204.65,661.4,30.0,SO
55110-92J00-0EP,"CASE ASSY,GEAR",SO,ACC,0.0,966.18,1610.31,644.13,40.0,SO
55110-92J01-Y5S,"CASE,GEAR",SO,ACC,0.0,695.14,1158.57,463.43,40.0,SO
55110-93J20-QTN,"CASE COMP,GEAR",SO,ACC,0.0,987.43,1645.72,658.29,40.0,SO
55110-93J20-Y5S,"CASE,GEAR",SO,ACC,0.0,1342.61,2237.69,895.08,40.0,SO
55122-98L00,"SEAL,DRIVE SHAF",SO,ACC,0.0,39.25,65.42,26.17,40.0,SO
55125-90J01,"TAB,TRIM",SO,ACC,0.0,16.24,27.07,10.83,40.0,SO
55125-98J00-0EP,"TAB,TRIM",SO,ACC,1.0,81.31,135.53,54.22,40.0,SO
55128-93J10,"PLUG,DRAIN",SO,ACC,17.0,3.94,6.58,2.64,40.12,SO
55128-93L00,"PLUG,DRAIN",SO,ACC,0.0,8.65,14.41,5.76,39.97,SO
55320-94900,ANODE SET,SO,ACC,2.0,26.9,44.83,17.93,39.99,SO
55320-94910,ANODE SET,SO,ACC,0.0,26.9,44.83,17.93,39.99,SO
55320-95311,"ZINC SET,PROTEC",SO,ACC,0.0,5.43,9.05,3.62,40.0,SO
55321-87J01,"ANODE, PROTECTION",SO,ACC,7.0,4.58,7.63,3.05,39.97,SO
55321-87J10,55321-87J11,SO,ACC,0.0,5.95,9.95,4.0,40.2,SO
55321-87J11,MAGNESIUM ANODE,SO,ACC,6.0,8.09,13.48,5.39,39.98,SO
55321-90J01,"ANODE,GEAR CASE",SO,ACC,0.0,5.9,9.83,3.93,39.97,SO
55321-93J01,"ANODE,PROTECTIO",SO,ACC,0.0,9.41,15.67,6.26,39.94,SO
55321-93J50,"ANODE,PROTECTIO",SO,ACC,0.0,5.65,9.42,3.77,40.02,SO
55321-94910,MAGNIESIUM ANOD,SO,ACC,1.0,28.46,47.43,18.97,39.99,SO
56120-92J01-0EP,"HOUSING,PROP SH",SO,ACC,0.0,281.97,469.96,187.99,40.0,SO
56120-93J50-Y5S,"HOUSING,PROPELL",SO,ACC,0.0,259.6,432.67,173.07,40.0,SO
56120-93J70-Y5S,"HOUSING,PROP SH",SO,ACC,0.0,297.5,495.84,198.34,40.0,SO
56130-90J00,"HSG COMP,DRIVE",SO,ACC,0.0,57.17,95.29,38.12,40.0,SO
56130-93J02,"HOUSING,DRIVE S",SO,ACC,0.0,61.22,102.04,40.82,40.0,SO
57110-96J31,"SHAFT,DRIVE (X)",SO,ACC,0.0,397.66,662.78,265.12,40.0,SO
57110-98L00,"SHAFT COMP,DRIV",SO,ACC,0.0,296.99,494.98,197.99,39.99,SO
57110-98L01,"SHAFT COMP,DRV",SO,ACC,0.0,370.81,618.02,247.21,40.0,SO
57130-87D10,"BUSH,DRIVE SHAF",SO,ACC,2.0,25.49,42.49,17.0,40.0,SO
57130-92J01,"BUSH,DRIVE SHAF",SO,ACC,0.0,52.23,87.06,34.83,40.0,SO
57133-93J00,"COLLAR,DRIVE SH",SO,ACC,0.0,8.16,13.61,5.45,40.04,SO
57134-93J00,"SPACER,DRIVE SF",SO,ACC,0.0,17.29,28.82,11.53,40.0,SO
57600-98812,PROPELLER SHAFT,SO,ACC,0.0,549.75,916.25,366.5,40.0,SO
57610-87L00,"SHAFT COMP,PROP",SO,ACC,0.0,251.95,419.92,167.97,40.0,SO
57610-92J20,"SHAFT COMP,PROP",SO,ACC,0.0,278.43,464.06,185.63,40.0,SO
57610-93J00,"SHAFT COMP,PROP",SO,ACC,0.0,330.98,551.63,220.65,39.99,SO
57630-93L00,PROP NUT KIT,SO,ACC,0.0,24.21,40.34,16.13,39.98,SO
57632-93L11,"STOPPER,PROP BU",SO,ACC,0.0,45.12,75.2,30.08,40.0,SO
58100-90L60-019,PROP15/20A 3X9.,SO,ACC,0.0,122.29,203.81,81.52,39.99,SO
58100-91L40-019,PROPELLER COMP(,SO,ACC,0.0,111.46,185.76,74.3,39.99,SO
58100-94500-019,PROP(3X13.5X15),SO,ACC,0.0,105.21,441.8,336.59,76.18,SO
58640-98L00,"KIT,REAR PROPEL",SO,ACC,0.0,22.68,37.82,15.14,40.03,SO
58640-98L10,"KIT,REAR PROPEL",SO,ACC,0.0,18.59,30.98,12.39,39.99,SO
58641-98L00,"SPACER,REAR PRO",SO,ACC,0.0,22.42,37.36,14.94,39.98,SO
58641-98L10,"SPACER,REAR PRO",SO,ACC,0.0,16.52,27.53,11.01,39.99,SO
59178-97J00,"GASKET,DRAIN PL",SO,ACC,0.0,1.35,2.25,0.9,40.0,SO
61112-96L00,"SEAL, ENGONE CO",SO,ACC,0.0,53.97,89.94,35.97,39.99,SO
61124-92J10,GROMMET R/CON C,SO,ACC,0.0,14.51,24.19,9.68,40.01,SO
61124-99E01,"GROMMET,REMOCON",SO,ACC,0.0,7.95,13.25,5.3,40.0,SO
61124-99E02,"GROMMET,REMOCON",SO,ACC,0.0,7.9,13.17,5.27,40.01,SO
61131-93J01-QTN,"COVER,OIL PAN S",SO,ACC,0.0,256.11,426.85,170.74,40.0,SO
61131-96J13-QTN,"COVER,OIL PAN S",SO,ACC,0.0,174.51,290.86,116.35,40.0,SO
61131-96J13-Y5S,"COVER,OIL PAN S",SO,ACC,0.0,130.24,217.06,86.82,39.99,SO
61136-96L00,"CUSHION,OIL PAN",SO,ACC,0.0,2.07,3.46,1.39,40.17,SO
61141-93J01-Y5S,"COVER,OIL PAN PORT",SO,ACC,0.0,271.18,451.96,180.78,39.99,SO
61141-96J13-QTN,"COVER,OIL OAN P",SO,ACC,0.0,194.59,324.32,129.73,40.0,SO
61141-96J13-Y5S,"COVER,OIL PAN P",SO,ACC,0.0,144.94,241.57,96.63,40.0,SO
61404-96840-QTN,"COVER SET,ENG",SO,ACC,0.0,866.28,1443.8,577.52,40.0,SO
61420-98851-QTN,"COVER SET,ENGIN",SO,ACC,0.0,1089.79,1816.32,726.53,40.0,SO
61420-98852-QTN,"COVER SET,ENGIN",SO,ACC,0.0,1041.66,1736.1,694.44,40.0,SO
61422-92J30,"MARK,EMBLEM FRO",SO,ACC,0.0,8.12,13.53,5.41,39.98,SO
61430-92800-Y5S,"HANDLE SET,TILT",SO,ACC,0.0,106.87,178.12,71.25,40.0,SO
61435-92J70,"MARK,EMBLEM REA",SO,ACC,0.0,9.06,15.11,6.05,40.03,SO
61435-98J80,"MARK,EMBLEM REA",SO,ACC,0.0,6.72,11.21,4.49,40.05,SO
61673-93J11,"LATCH,HOOK LEVE",SO,ACC,0.0,8.76,14.6,5.84,40.0,SO
61673-93J12,"LATCH,HOOK LEVE",SO,ACC,0.0,6.34,10.57,4.23,40.01,SO
61673-96J02,"LATCH,HOOK LEVE",SO,ACC,0.0,5.0,8.34,3.34,40.04,SO
61673-96J03,"LATCH,HOOK LEVE",SO,ACC,0.0,2.97,4.96,1.99,40.12,SO
61811-96L02-QTN,"COVER,SIDE STBD",SO,ACC,0.0,186.94,311.57,124.63,40.0,SO
61820-96L02-QTN,"COVER COMP,SIDE",SO,ACC,0.0,186.94,311.57,124.63,40.0,SO
65720-94411,"CONNECTOR,FUEL",SO,ACC,1.0,13.17,21.96,8.79,40.02,SO
65770-90J04,"PUMP COMP,SQUEE",SO,ACC,1.0,104.85,174.75,69.9,40.0,SO
67000-98L02,67000-98L03,SO,ACC,0.0,1067.9,1779.84,711.94,40.0,SO
67000-98L03,67000-98L04,SO,ACC,0.0,1036.81,1728.01,691.2,39.99,SO
67000-98L04,1 ENG SPC KIT 1,SO,ACC,0.0,1036.81,1728.01,691.2,39.99,SO
67000-98L05,1 ENG SPC KIT 1,SO,ACC,0.0,1036.81,1728.01,691.2,39.99,SO
67200-88L00,SINGLE REMOTE B,SO,ACC,0.0,253.82,423.03,169.21,39.99,SO
67200-88L01,67200-88L02,SO,ACC,0.0,253.82,423.03,169.21,39.99,SO
67200-93J13,SINGLE BINNACLE,SO,ACC,1.0,196.95,328.25,131.3,40.0,SO
67211-92E50,COVER FLUSH MOU,SO,ACC,0.0,38.85,64.75,25.9,40.0,SO
67298-92E50,SPRING,SO,ACC,0.0,1.16,1.93,0.77,39.89,SO
67300-93J00,67300-93J01,SO,ACC,0.0,7.17,11.95,4.78,40.0,SO
67300-93J01,"KIT,HOSE ADAPTE",SO,ACC,0.0,8.77,14.61,5.84,39.97,SO
67300-98J10,HOSEADTDF100-30,SO,ACC,0.0,12.28,20.46,8.18,39.98,SO
67341-96J00,"HOLDER,R/CON CA",SO,ACC,0.0,14.8,24.67,9.87,40.0,SO
67343-96J00,"STOPPER,R/CON C",SO,ACC,0.0,7.68,12.8,5.12,40.0,SO
67343-99E00,"STOPPER,REMOCON",SO,ACC,0.0,3.27,5.45,2.18,40.0,SO
67343-99E01,"STOPPER,REMOCON",SO,ACC,0.0,3.36,5.61,2.25,40.1,SO
67361-90J10,"ADAPTER,HOSE(RI",SO,ACC,2.0,5.58,9.3,3.72,40.0,SO
67466-95200,CABLE CONNECTOR,SO,ACC,0.0,3.57,5.95,2.38,40.0,SO
67467-89J01,CONNECTOR,SO,ACC,0.0,5.16,8.61,3.45,40.06,SO
67701-87L01,"LINK ASSY,DRAG",SO,ACC,0.0,55.18,91.98,36.8,40.0,SO
67701-89J20,DISCONTINUED,SO,ACC,0.0,39.46,65.76,26.3,39.99,SO
99000-25140,MOLY PASTE,SO,ACC,0.0,32.15,54.95,22.8,41.49,SO
99011-90J30-03B,O/M DF115A/140A,SO,ACC,0.0,12.79,18.27,5.48,29.99,SO
990A0-01E81-01Q,HYPOID GEAR 90W,SO,ACC,0.0,7.66,12.76,5.1,39.96,SO
990A0-95535,SUZUKI MAT,SO,ACC,0.0,266.4,379.95,113.55,29.88,SO
990A0-96383,SUZUKI TABLE,SO,ACC,0.0,936.0,1329.95,393.95,29.62,SO
990A0-99279,WHT/BLU SUZ SHE,SO,ACC,0.0,321.86,499.95,178.09,35.62,SO
990C0,DISCONTINUED,SO,ACC,0.0,34.5,52.95,18.45,34.84,SO
990C0-00610-19P,PT SS 3B14D19P,SO,ACC,0.0,347.97,579.95,231.98,40.0,SO
990C0-00610-20P,PT SS 3B14D20P,SO,ACC,0.0,347.97,579.95,231.98,40.0,SO
990C0-00610-21P,PT SS 3B14D21P,SO,ACC,1.0,347.97,579.95,231.98,40.0,SO
990C0-00610-23P,PT SS 3B14D23P,SO,ACC,0.0,347.97,579.95,231.98,40.0,SO
990C0-00760-17P,PROP 17P DF90-1,SO,ACC,0.0,169.17,281.95,112.78,40.0,SO
990C0-00760-19P,PROP 19P,SO,ACC,0.0,169.17,281.95,112.78,40.0,SO
990C0-00760-21P,PROP 21P,SO,ACC,0.0,169.17,281.95,112.78,40.0,SO
990C0-00760-23P,PROP 23P,SO,ACC,1.0,169.17,281.95,112.78,40.0,SO
990C0-00840-17P,SSPROP 3X15.5X1,SO,ACC,1.0,450.43,750.71,300.28,39.99,SO
990C0-00840-19P,SSPROP 3X15.25X19,SO,ACC,3.0,450.43,750.71,300.28,39.99,SO
990C0-00840-21P,SSPROP 3X15X21,SO,ACC,0.0,450.43,750.71,300.28,39.99,SO
990C0-01C10,SUZ COLOR DISPL,SO,ACC,0.0,325.08,541.8,216.72,40.0,SO
990C0-01E30-DRU,USE THIS!! SUZUKI OIL,SO,ACC,20.8,4.545,7.7227,3.1777,41.14,SO
990C0-01E30-GLN,"OIL, GALLON SUZUKI SEMI",SO,ACC,7.0,27.6,46.0,18.4,40.0,SO
990C0-01E30-QUA,ECSTAR MRNE OIL,SO,ACC,43.0,7.23,12.05,4.82,40.0,SO
990C0-02C10-KIT,COLOR DISPLAY K,SO,ACC,0.0,473.31,788.86,315.55,40.0,SO
990C0-03C10,990C0-04C10,SO,ACC,0.0,372.73,621.22,248.49,40.0,SO
990C0-03C10-KIT,990C0-04C10-KIT,SO,ACC,0.0,496.98,828.3,331.32,40.0,SO
990C0-04C10,C10 BOND COLOR,SO,ACC,0.0,383.92,639.87,255.95,40.0,SO
990C0-13001-1XL,HUK MENS LS HOO,SO,ACC,0.0,36.14,60.23,24.09,39.99,SO
990C0-16100-1XL,HUK LS RAGLAN W,SO,ACC,0.0,27.26,45.44,18.18,40.0,SO
990C0-16103-1XL,HUK MENS ICON L,SO,ACC,0.0,30.12,50.19,20.07,39.98,SO
990C0-34901-007,"SMD 7"" NO GATEW",SO,ACC,0.0,1147.25,2267.52,1120.27,49.4,SO
990C0-80001,TACH W/ MONITOR,SO,ACC,0.0,126.66,211.09,84.43,39.99,SO
990C0-80006,VOLTMETER BLACK,SO,ACC,0.0,46.74,77.9,31.16,40.0,SO
990C0-80101,TACH W/ MONITOR,SO,ACC,0.0,135.39,225.64,90.25,39.99,SO
990C0-80103,FUEL GAUGE WHIT,SO,ACC,0.0,54.63,91.05,36.42,40.0,SO
990C0-80105,TRIM GAUGE WHIT,SO,ACC,0.0,54.63,91.05,36.42,40.0,SO
990C0-80108,"2"" MONITOR WHIT",SO,ACC,0.0,108.59,180.99,72.4,40.0,SO
990C0-88104,2'BACKBONE EXT,SO,ACC,0.0,13.35,22.25,8.9,40.0,SO
990C0-88109,4-WAY MICRO-C J,SO,ACC,0.0,68.26,113.76,45.5,39.99,SO
990C0-88110,BACKBONE T,SO,ACC,0.0,10.92,18.19,7.27,39.96,SO
990C0-88112,SINGLE POWER CA,SO,ACC,0.0,25.54,42.56,17.02,39.99,SO
990C0-88113,TERMINATOR FEMALE,SO,ACC,1.0,4.82,8.04,3.22,40.04,SO
990C0-88114,TERMINATOR MALE,SO,ACC,0.0,4.82,8.04,3.22,40.04,SO
990C0-88149,DISCONTINUED,SO,ACC,0.0,48.47,80.78,32.31,39.99,SO
990C0-88149-357,ENGINE INTERFAC,SO,ACC,1.0,77.54,129.23,51.69,39.99,SO
990C0-88217,FLUID LEVEL SEN,SO,ACC,1.0,80.23,133.71,53.48,39.99,SO
990C0-88317,SPEED WHEEL,SO,ACC,0.0,73.07,121.78,48.71,39.99,SO
990C0-99001,GEAR OIL PUMP,SO,ACC,0.0,7.97,13.28,5.31,39.98,SO
990C0-99002,GEAR OIL PUMP M,SO,ACC,3.0,11.2,18.66,7.46,39.97,SO
990C0-99C10-CBL,C10 UPDATE CABL,SO,ACC,0.0,8.83,14.71,5.88,39.97,SO
99103-11251,"CAM,TRIM SENSOR",SO,ACC,0.0,2.71,4.51,1.8,39.91,SO
99103-11252,"CAM,TRIM SENSOR",SO,ACC,0.0,2.33,3.89,1.56,40.1,SO
99105-10005,ADAPTER PLATE K,SO,ACC,0.0,189.28,315.47,126.19,40.0,SO
99105-20004-BWL,BOWL AND DRAIN,SO,ACC,2.0,38.04,63.4,25.36,40.0,SO
99105-20005,FUEL FILTER,SO,ACC,13.0,28.6,47.66,19.06,39.99,SO
99105-20005-ASY,FUEL FILTER ASS,SO,ACC,1.0,97.13,161.88,64.75,39.99,SO
99105-20006,SML FLTR REPLAC,SO,ACC,0.0,23.01,38.35,15.34,40.0,SO
99105-20006-ASY,SML FILTER ASSY,SO,ACC,0.0,76.18,126.96,50.78,39.99,SO
DF350ATXW5,DF350 - COMPLETE,SO,ACC,0.0,8071.65,9000.0,928.35,10.31,SO
0802B-K,CHRIS CRAFT CREAMY,SPC,ACC,0.0,28.0,53.0,25.0,47.16,SPC
10978-Q,HEWES BONEFISHER,SPC,ACC,0.0,114.75,179.99,65.24,36.24,SPC
3145-K,STINGRAY SEASIDE BLUE,SPC,ACC,0.0,30.0,49.99,19.99,39.98,SPC
36111-Q,PIONEER ARCTIC WHITE,SPC,ACC,0.0,164.0,230.0,66.0,28.69,SPC
36125-Q,PIONEER TANGLEWOOD,SPC,ACC,0.0,164.0,230.0,66.0,28.69,SPC
6055-Q,COBALT KO RED 14-21,SPC,ACC,0.0,164.0,274.0,110.0,40.14,SPC
6068-Q,COBALT NAVY 21,SPC,ACC,0.0,164.0,274.0,110.0,40.14,SPC
6078-Q,COBALT WHITE 2021-2026,SPC,ACC,0.0,184.9,329.99,145.09,43.96,SPC
800512-Q,TIDEWATER SHARK,SPC,ACC,0.0,164.0,274.0,110.0,40.14,SPC
F301001-Q,CCP FAST PATCH AID -,SPC,ACC,0.0,44.0,73.99,29.99,40.53,SPC
F402000-100,MEASURING CUPS 3OZ /,SPC,ACC,0.0,9.0,14.99,5.99,39.95,SPC
F402002,1 Quart Measuring Bucket,SPC,ACC,0.0,0.7,1.4,0.7,50.0,SPC
F404002,Tongue Depressor,SPC,ACC,0.0,3.56,5.56,2.0,35.97,SPC
F404057,Spreaders 3 pck,SPC,ACC,0.0,3.92,4.5,0.58,12.88,SPC
F404064,"DISPOSABLE BRUSH 1""X2""",SPC,ACC,0.0,35.0,59.99,24.99,41.65,SPC
F404083,"Blue UV Tape 1"" Roll",SPC,ACC,0.0,7.12,11.25,4.13,36.71,SPC
F404085,"Blue UV Outdoor Tape 2""",SPC,ACC,0.0,14.66,20.66,6.0,29.04,SPC
F404097,CLEAN SHEETS MIXING,SPC,ACC,0.0,15.0,24.99,9.99,39.97,SPC
F451000Q,FAIRING PUTTY/ FILLER,SPC,ACC,0.0,38.0,62.99,24.99,39.67,SPC
F5521045K,PATHFINDER OYSTER,SPC,ACC,0.0,20.91,45.0,24.09,53.53,SPC
F553125K,Stingray White Gel-Coat,SPC,ACC,0.0,19.01,32.1,13.09,40.77,SPC
F553137K,STINGRAY STEEL BLUE,SPC,ACC,0.0,20.91,45.0,24.09,53.53,SPC
F556031K,COBALT WHITE LVOC 05-,SPC,AMS,0.0,20.91,37.99,17.08,44.95,SPC
S900P1200W,"9""X11"" Waterproof Paper",SPC,ACC,0.0,23.15,33.15,10.0,30.16,SPC
S900P400W,"9""X11"" Waterproof",SPC,ACC,0.0,23.15,33.15,10.0,30.16,SPC
S900P600W,"9""X11"" Waterproof Paper",SPC,ACC,0.0,23.15,33.15,10.0,30.16,SPC
6H1412370000,Link Joint,SRM,ACC,0.0,15.46,25.99,10.53,40.51,SRM
214875,OPTIMUS 360 DATA,SSS,ACC,0.0,12.77,16.21,3.44,21.22,SSS
CM10020,HARNESS EPS H7 20 FT,SSS,ACC,0.0,154.04,253.29,99.25,39.18,SSS
CM10030,HARNESS EPS H7 30 FT,SSS,ACC,0.0,176.66,282.69,106.03,37.5,SSS
CM10060,DEVICE NET CAN TEE,SSS,ACC,0.0,32.93,52.69,19.76,37.5,SSS
CM20460,HARNESS EPS CAN1 60 FT,SSS,ACC,0.0,355.9,508.42,152.52,29.99,SSS
CM20503,HARNESS EPS H5 10 PIN,SSS,ACC,0.0,64.13,125.74,61.61,48.99,SSS
EC5310,SMARTCYLINDER STBD,SSS,ACC,0.0,615.53,1119.15,503.62,45.0,SSS
ED1800,DISPLAY COLOR SINGLE,SSS,ACC,0.0,906.75,1499.0,592.25,39.5,SSS
EH1552,ELECTRONIC TILT HELM,SSS,ACC,0.0,719.48,1259.07,539.59,42.85,SSS
EP1500,EP1500 Hydraulic Steering,SSS,ACC,0.0,362.5,500.0,137.5,27.5,SSS
EPSK1200C,OPTIMUS EPS CORE,SSS,ACC,0.0,3062.88,4920.65,1857.77,37.75,SSS
EPSK1435,MARINE STEERING,SSS,ACC,0.0,6446.84,8595.78,2148.94,24.99,SSS
EPSK1600,GPS ANTENNA,SSS,ACC,0.0,1150.0,3850.0,2700.0,70.12,SSS
EPSK1630,"KIT, SEASTATION AND",SSS,ACC,0.0,1584.36,2640.6,1056.24,40.0,SSS
HA5482,"SEASTAR EPS FLUID ,1 US",SSS,ACC,4.0,16.15,32.3,16.15,50.0,SSS
HA5487,"PURGE HOSE KIT, EPS,",SSS,ACC,0.0,162.25,324.5,162.25,50.0,SSS
HA5501,"KIT, SMARTSTICK,",SSS,ACC,0.0,215.97,271.38,55.41,20.41,SSS
HO5708SS,SS O/B HOSE KIT PRO 2 X,SSS,ACC,0.0,215.47,323.21,107.74,33.33,SSS
HO5716SS,SS O/B HOSE KIT PRO 2 X,SSS,ACC,0.0,274.59,411.87,137.28,33.33,SSS
61401-90821-Y5S,ENGINE COVER SET,SU**DO,ACC,0.0,664.12,1106.88,442.76,40.0,SU**DO
SBH2,MESH BACK CONTRAST,SUG,ACA,0.0,12.74,19.99,7.25,36.26,SUG
SBH8-DB,PEACHED TWILL DADS,SUG,ACA,0.0,14.39,19.99,5.6,28.01,SUG
SBH8-W,PEACHED TWILL DADS,SUG,ACA,0.0,14.39,19.99,5.6,28.01,SUG
SBS40-L,BELLA+CANVAS UNISEX,SUG,ACA,0.0,15.49,24.99,9.5,38.01,SUG
SBS40-M,BELLA+CANVAS UNISEX,SUG,ACA,1.0,15.49,24.99,9.5,38.01,SUG
SBS40-S,BELLA+CANVAS UNISEX,SUG,ACA,1.0,15.49,24.99,9.5,38.01,SUG
SBS40-XL,BELLA+CANVAS UNISEX,SUG,ACA,0.0,15.49,24.99,9.5,38.01,SUG
